image,label
Road04/ColorImage_road04/ColorImage/Record001/Camera 5/171206_054037369_Camera_5.jpg,Gray_Label/Label_road04/Label/Record001/Camera 5/171206_054037369_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record001/Camera 6/171206_025810790_Camera_6.jpg,Gray_Label/Label_road03/Label/Record001/Camera 6/171206_025810790_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record001/Camera 5/170927_063815652_Camera_5.jpg,Gray_Label/Label_road02/Label/Record001/Camera 5/170927_063815652_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030636655_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030636655_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record006/Camera 6/171206_054901424_Camera_6.jpg,Gray_Label/Label_road04/Label/Record006/Camera 6/171206_054901424_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record006/Camera 6/171206_030516228_Camera_6.jpg,Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030516228_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record001/Camera 5/171206_054124533_Camera_5.jpg,Gray_Label/Label_road04/Label/Record001/Camera 5/171206_054124533_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record003/Camera 5/170927_064053294_Camera_5.jpg,Gray_Label/Label_road02/Label/Record003/Camera 5/170927_064053294_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record005/Camera 5/170927_064335658_Camera_5.jpg,Gray_Label/Label_road02/Label/Record005/Camera 5/170927_064335658_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030812480_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030812480_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record001/Camera 5/171206_025806849_Camera_5.jpg,Gray_Label/Label_road03/Label/Record001/Camera 5/171206_025806849_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record007/Camera 6/171206_055115187_Camera_6.jpg,Gray_Label/Label_road04/Label/Record007/Camera 6/171206_055115187_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030554202_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030554202_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record007/Camera 6/171206_055122975_Camera_6.jpg,Gray_Label/Label_road04/Label/Record007/Camera 6/171206_055122975_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record001/Camera 5/171206_054102534_Camera_5.jpg,Gray_Label/Label_road04/Label/Record001/Camera 5/171206_054102534_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record006/Camera 5/170927_064517625_Camera_5.jpg,Gray_Label/Label_road02/Label/Record006/Camera 5/170927_064517625_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record005/Camera 6/171206_054728316_Camera_6.jpg,Gray_Label/Label_road04/Label/Record005/Camera 6/171206_054728316_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record002/Camera 6/170927_064007425_Camera_6.jpg,Gray_Label/Label_road02/Label/Record002/Camera 6/170927_064007425_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record002/Camera 6/171206_054326733_Camera_6.jpg,Gray_Label/Label_road04/Label/Record002/Camera 6/171206_054326733_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 5/171206_030746304_Camera_5.jpg,Gray_Label/Label_road03/Label/Record008/Camera 5/171206_030746304_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record007/Camera 6/171206_055123126_Camera_6.jpg,Gray_Label/Label_road04/Label/Record007/Camera 6/171206_055123126_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record006/Camera 5/171206_054923275_Camera_5.jpg,Gray_Label/Label_road04/Label/Record006/Camera 5/171206_054923275_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030623948_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030623948_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030856951_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030856951_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record006/Camera 5/170927_064506063_Camera_5.jpg,Gray_Label/Label_road02/Label/Record006/Camera 5/170927_064506063_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record002/Camera 6/170927_063951429_Camera_6.jpg,Gray_Label/Label_road02/Label/Record002/Camera 6/170927_063951429_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record005/Camera 5/171206_054736389_Camera_5.jpg,Gray_Label/Label_road04/Label/Record005/Camera 5/171206_054736389_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 5/171206_030732977_Camera_5.jpg,Gray_Label/Label_road03/Label/Record008/Camera 5/171206_030732977_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record006/Camera 5/171206_030514552_Camera_5.jpg,Gray_Label/Label_road03/Label/Record006/Camera 5/171206_030514552_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 5/171206_030634166_Camera_5.jpg,Gray_Label/Label_road03/Label/Record008/Camera 5/171206_030634166_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record001/Camera 5/170927_063812246_Camera_5.jpg,Gray_Label/Label_road02/Label/Record001/Camera 5/170927_063812246_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record001/Camera 5/171206_054148092_Camera_5.jpg,Gray_Label/Label_road04/Label/Record001/Camera 5/171206_054148092_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record002/Camera 5/171206_054250260_Camera_5.jpg,Gray_Label/Label_road04/Label/Record002/Camera 5/171206_054250260_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record005/Camera 5/170927_064412321_Camera_5.jpg,Gray_Label/Label_road02/Label/Record005/Camera 5/170927_064412321_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record001/Camera 6/171206_054005785_Camera_6.jpg,Gray_Label/Label_road04/Label/Record001/Camera 6/171206_054005785_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record006/Camera 5/171206_054944740_Camera_5.jpg,Gray_Label/Label_road04/Label/Record006/Camera 5/171206_054944740_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record006/Camera 6/171206_030353115_Camera_6.jpg,Gray_Label/Label_road03/Label/Record006/Camera 6/171206_030353115_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030809859_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030809859_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record005/Camera 6/171206_054712797_Camera_6.jpg,Gray_Label/Label_road04/Label/Record005/Camera 6/171206_054712797_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record005/Camera 6/170927_064413136_Camera_6.jpg,Gray_Label/Label_road02/Label/Record005/Camera 6/170927_064413136_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record005/Camera 5/170927_064402121_Camera_5.jpg,Gray_Label/Label_road02/Label/Record005/Camera 5/170927_064402121_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record007/Camera 6/170927_064606505_Camera_6.jpg,Gray_Label/Label_road02/Label/Record007/Camera 6/170927_064606505_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record003/Camera 5/170927_064053687_Camera_5.jpg,Gray_Label/Label_road02/Label/Record003/Camera 5/170927_064053687_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record006/Camera 6/170927_064507047_Camera_6.jpg,Gray_Label/Label_road02/Label/Record006/Camera 6/170927_064507047_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record007/Camera 5/171206_055201245_Camera_5.jpg,Gray_Label/Label_road04/Label/Record007/Camera 5/171206_055201245_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030833888_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030833888_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record005/Camera 6/170927_064359129_Camera_6.jpg,Gray_Label/Label_road02/Label/Record005/Camera 6/170927_064359129_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record003/Camera 5/171206_030043518_Camera_5.jpg,Gray_Label/Label_road03/Label/Record003/Camera 5/171206_030043518_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record004/Camera 5/170927_064312823_Camera_5.jpg,Gray_Label/Label_road02/Label/Record004/Camera 5/170927_064312823_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record003/Camera 5/171206_030127451_Camera_5.jpg,Gray_Label/Label_road03/Label/Record003/Camera 5/171206_030127451_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record003/Camera 5/171206_030135319_Camera_5.jpg,Gray_Label/Label_road03/Label/Record003/Camera 5/171206_030135319_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record006/Camera 5/171206_054818077_Camera_5.jpg,Gray_Label/Label_road04/Label/Record006/Camera 5/171206_054818077_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record005/Camera 6/171206_054716388_Camera_6.jpg,Gray_Label/Label_road04/Label/Record005/Camera 6/171206_054716388_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record003/Camera 6/171206_030008412_Camera_6.jpg,Gray_Label/Label_road03/Label/Record003/Camera 6/171206_030008412_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record006/Camera 6/171206_055050222_Camera_6.jpg,Gray_Label/Label_road04/Label/Record006/Camera 6/171206_055050222_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record003/Camera 6/171206_054529956_Camera_6.jpg,Gray_Label/Label_road04/Label/Record003/Camera 6/171206_054529956_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030801537_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030801537_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record001/Camera 5/171206_054109225_Camera_5.jpg,Gray_Label/Label_road04/Label/Record001/Camera 5/171206_054109225_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record003/Camera 5/171206_054436838_Camera_5.jpg,Gray_Label/Label_road04/Label/Record003/Camera 5/171206_054436838_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record002/Camera 5/171206_025858495_Camera_5.jpg,Gray_Label/Label_road03/Label/Record002/Camera 5/171206_025858495_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record004/Camera 5/171206_054614274_Camera_5.jpg,Gray_Label/Label_road04/Label/Record004/Camera 5/171206_054614274_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record006/Camera 5/171206_030441700_Camera_5.jpg,Gray_Label/Label_road03/Label/Record006/Camera 5/171206_030441700_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record007/Camera 5/170927_064611049_Camera_5.jpg,Gray_Label/Label_road02/Label/Record007/Camera 5/170927_064611049_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record003/Camera 5/171206_054400597_Camera_5.jpg,Gray_Label/Label_road04/Label/Record003/Camera 5/171206_054400597_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record006/Camera 5/171206_030442301_Camera_5.jpg,Gray_Label/Label_road03/Label/Record006/Camera 5/171206_030442301_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record006/Camera 5/170927_064505448_Camera_5.jpg,Gray_Label/Label_road02/Label/Record006/Camera 5/170927_064505448_Camera_5_bin.png
Road02/ColorImage_road02/ColorImage/Record004/Camera 6/170927_064216222_Camera_6.jpg,Gray_Label/Label_road02/Label/Record004/Camera 6/170927_064216222_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record004/Camera 5/170927_064232914_Camera_5.jpg,Gray_Label/Label_road02/Label/Record004/Camera 5/170927_064232914_Camera_5_bin.png
Road04/ColorImage_road04/ColorImage/Record007/Camera 5/171206_055110173_Camera_5.jpg,Gray_Label/Label_road04/Label/Record007/Camera 5/171206_055110173_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record003/Camera 6/171206_030001844_Camera_6.jpg,Gray_Label/Label_road03/Label/Record003/Camera 6/171206_030001844_Camera_6_bin.png
Road04/ColorImage_road04/ColorImage/Record007/Camera 6/171206_055120861_Camera_6.jpg,Gray_Label/Label_road04/Label/Record007/Camera 6/171206_055120861_Camera_6_bin.png
Road03/ColorImage_road03/ColorImage/Record006/Camera 5/171206_030454901_Camera_5.jpg,Gray_Label/Label_road03/Label/Record006/Camera 5/171206_030454901_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030550389_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030550389_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record004/Camera 5/170927_064325000_Camera_5.jpg,Gray_Label/Label_road02/Label/Record004/Camera 5/170927_064325000_Camera_5_bin.png
Road03/ColorImage_road03/ColorImage/Record008/Camera 6/171206_030639819_Camera_6.jpg,Gray_Label/Label_road03/Label/Record008/Camera 6/171206_030639819_Camera_6_bin.png
Road02/ColorImage_road02/ColorImage/Record005/Camera 6/170927_064347298_Camera_6.jpg,Gray_Label/Label_road02/Label/Record005/Camera 6/170927_064347298_Camera_6_bin.png
